score;content;case_folding;cleaning;tokenisasi;normalisasi;stopword_removal;stemming
1;Kecewa banget pembayaran nya cuma bisa lewat dana! Aplikasi yang gw gak pengen pake, aplikasi PHP SE-INDONESIA. Tolong dong pembayaran jgn cuma lewat dana aja, lebih di perbanyak lagi.. TERIMAKASIH;kecewa banget pembayaran nya cuma bisa lewat dana! aplikasi yang gw gak pengen pake, aplikasi php se-indonesia. tolong dong pembayaran jgn cuma lewat dana aja, lebih di perbanyak lagi.. terimakasih;kecewa banget pembayaran nya cuma bisa lewat dana aplikasi yang gw gak pengen pake aplikasi php seindonesia tolong dong pembayaran jgn cuma lewat dana aja lebih di perbanyak lagi terimakasih;['kecewa', 'banget', 'pembayaran', 'nya', 'cuma', 'bisa', 'lewat', 'dana', 'aplikasi', 'yang', 'gw', 'gak', 'pengen', 'pake', 'aplikasi', 'php', 'seindonesia', 'tolong', 'dong', 'pembayaran', 'jgn', 'cuma', 'lewat', 'dana', 'aja', 'lebih', 'di', 'perbanyak', 'lagi', 'terimakasih'];['kecewa', 'banget', 'pembayaran', 'nya', 'cuma', 'bisa', 'lewat', 'dana', 'aplikasi', 'yang', 'saya', 'tidak', 'ingin', 'pakai', 'aplikasi', 'php', 'seindonesia', 'tolong', 'dong', 'pembayaran', 'jangan', 'cuma', 'lewat', 'dana', 'saja', 'lebih', 'di', 'perbanyak', 'lagi', 'terimakasih'];['kecewa', 'banget', 'pembayaran', 'nya', 'cuma', 'bisa', 'lewat', 'dana', 'aplikasi', 'yang', 'saya', 'tidak', 'ingin', 'pakai', 'aplikasi', 'php', 'seindonesia', 'tolong', 'dong', 'pembayaran', 'jangan', 'cuma', 'lewat', 'dana', 'saja', 'lebih', 'di', 'perbanyak', 'lagi', 'terimakasih'];['kecewa', 'banget', 'bayar', 'nya', 'cuma', 'bisa', 'lewat', 'dana', 'aplikasi', 'yang', 'saya', 'tidak', 'ingin', 'pakai', 'aplikasi', 'php', 'indonesia', 'tolong', 'dong', 'bayar', 'jangan', 'cuma', 'lewat', 'dana', 'saja', 'lebih', 'di', 'banyak', 'lagi', 'terimakasih']
5;Buat yg kasih rating 1 karena but 1get 1. Inget boy yg buka app ini saat ada promo buy 1 get 1 itu ga cuma lu doang. Banyak yg nungguin promo itu, ya wajar aja kalo pas dibuka app nya lemot karena banyak yg mesen tiket diwaktu yg bersamaan. Udah mau gratis tapi banyak ngeluh #cumadukungappini;buat yg kasih rating 1 karena but 1get 1. inget boy yg buka app ini saat ada promo buy 1 get 1 itu ga cuma lu doang. banyak yg nungguin promo itu, ya wajar aja kalo pas dibuka app nya lemot karena banyak yg mesen tiket diwaktu yg bersamaan. udah mau gratis tapi banyak ngeluh #cumadukungappini;buat yg kasih rating 1 karena but 1get 1 inget boy yg buka app ini saat ada promo buy 1 get 1 itu ga cuma lu doang banyak yg nungguin promo itu ya wajar aja kalo pas dibuka app nya lemot karena banyak yg mesen tiket diwaktu yg bersamaan udah mau gratis tapi banyak ngeluh cumadukungappini;['buat', 'yg', 'kasih', 'rating', '1', 'karena', 'but', '1get', '1', 'inget', 'boy', 'yg', 'buka', 'app', 'ini', 'saat', 'ada', 'promo', 'buy', '1', 'get', '1', 'itu', 'ga', 'cuma', 'lu', 'doang', 'banyak', 'yg', 'nungguin', 'promo', 'itu', 'ya', 'wajar', 'aja', 'kalo', 'pas', 'dibuka', 'app', 'nya', 'lemot', 'karena', 'banyak', 'yg', 'mesen', 'tiket', 'diwaktu', 'yg', 'bersamaan', 'udah', 'mau', 'gratis', 'tapi', 'banyak', 'ngeluh', 'cumadukungappini'];['buat', 'yang', 'kasih', 'rating', '1', 'karena', 'but', '1get', '1', 'inget', 'boy', 'yang', 'buka', 'aplikasi', 'ini', 'saat', 'ada', 'promo', 'buy', '1', 'get', '1', 'itu', 'tidak', 'cuma', 'kamu', 'saja', 'banyak', 'yang', 'nungguin', 'promo', 'itu', 'iya', 'wajar', 'saja', 'kalau', 'pas', 'dibuka', 'aplikasi', 'nya', 'lambat', 'karena', 'banyak', 'yang', 'mesen', 'tiket', 'diwaktu', 'yang', 'bersamaan', 'sudah', 'mau', 'gratis', 'tapi', 'banyak', 'ngeluh', 'cumadukungappini'];['buat', 'yang', 'kasih', 'rating', '1', 'karena', 'but', '1get', '1', 'inget', 'boy', 'yang', 'buka', 'aplikasi', 'ini', 'saat', 'ada', 'promo', 'buy', '1', 'get', '1', 'itu', 'tidak', 'cuma', 'kamu', 'saja', 'banyak', 'yang', 'nungguin', 'promo', 'itu', 'iya', 'wajar', 'saja', 'kalau', 'pas', 'dibuka', 'aplikasi', 'nya', 'lambat', 'karena', 'banyak', 'yang', 'mesen', 'tiket', 'diwaktu', 'yang', 'bersamaan', 'sudah', 'mau', 'gratis', 'tapi', 'banyak', 'ngeluh', 'cumadukungappini'];['buat', 'yang', 'kasih', 'rating', '1', 'karena', 'but', '1get', '1', 'inget', 'boy', 'yang', 'buka', 'aplikasi', 'ini', 'saat', 'ada', 'promo', 'buy', '1', 'get', '1', 'itu', 'tidak', 'cuma', 'kamu', 'saja', 'banyak', 'yang', 'nungguin', 'promo', 'itu', 'iya', 'wajar', 'saja', 'kalau', 'pas', 'buka', 'aplikasi', 'nya', 'lambat', 'karena', 'banyak', 'yang', 'mesen', 'tiket', 'waktu', 'yang', 'sama', 'sudah', 'mau', 'gratis', 'tapi', 'banyak', 'ngeluh', 'cumadukungappini']
5;sangat membantu, tidak perlu antri dan khawatir tiket habis karna bisa pesan kapan pun dimana pun, buat pengguna baru yg mau dpt diskon masukan kode CCEQ8Z lngsung dpt diskon senilai 25.000 😍😍 mantap kan;sangat membantu, tidak perlu antri dan khawatir tiket habis karna bisa pesan kapan pun dimana pun, buat pengguna baru yg mau dpt diskon masukan kode cceq8z lngsung dpt diskon senilai 25.000 😍😍 mantap kan;sangat membantu tidak perlu antri dan khawatir tiket habis karna bisa pesan kapan pun dimana pun buat pengguna baru yg mau dpt diskon masukan kode cceq8z lngsung dpt diskon senilai 25000 😍😍 mantap kan;['sangat', 'membantu', 'tidak', 'perlu', 'antri', 'dan', 'khawatir', 'tiket', 'habis', 'karna', 'bisa', 'pesan', 'kapan', 'pun', 'dimana', 'pun', 'buat', 'pengguna', 'baru', 'yg', 'mau', 'dpt', 'diskon', 'masukan', 'kode', 'cceq8z', 'lngsung', 'dpt', 'diskon', 'senilai', '25000', '😍😍', 'mantap', 'kan'];['sangat', 'membantu', 'tidak', 'perlu', 'antri', 'dan', 'khawatir', 'tiket', 'habis', 'karena', 'bisa', 'pesan', 'kapan', 'pun', 'dimana', 'pun', 'buat', 'pengguna', 'baru', 'yang', 'mau', 'dapat', 'diskon', 'masukan', 'kode', 'cceq8z', 'lngsung', 'dapat', 'diskon', 'senilai', '25000', '😍😍', 'mantap', 'kan'];['sangat', 'membantu', 'tidak', 'perlu', 'antri', 'dan', 'khawatir', 'tiket', 'habis', 'karena', 'bisa', 'pesan', 'kapan', 'pun', 'dimana', 'pun', 'buat', 'pengguna', 'baru', 'yang', 'mau', 'dapat', 'diskon', 'masukan', 'kode', 'cceq8z', 'lngsung', 'dapat', 'diskon', 'senilai', '25000', '😍😍', 'mantap', 'kan'];['sangat', 'bantu', 'tidak', 'perlu', 'antri', 'dan', 'khawatir', 'tiket', 'habis', 'karena', 'bisa', 'pesan', 'kapan', 'pun', 'mana', 'pun', 'buat', 'guna', 'baru', 'yang', 'mau', 'dapat', 'diskon', 'masuk', 'kode', 'cceq8z', 'lngsung', 'dapat', 'diskon', 'nila', '25000', '', 'mantap', 'kan']
4;Memudahkan saya untuk membeli tiket tanpa mengantri, soalnya jarak rumah dan bioskop lumayan jauh, jadi merasa teebantu dengan ada layanan ini, sesampai nya di bioskop tinggal print out dan nonton 👍 Good job Tix ID !;memudahkan saya untuk membeli tiket tanpa mengantri, soalnya jarak rumah dan bioskop lumayan jauh, jadi merasa teebantu dengan ada layanan ini, sesampai nya di bioskop tinggal print out dan nonton 👍 good job tix id !;memudahkan saya untuk membeli tiket tanpa mengantri soalnya jarak rumah dan bioskop lumayan jauh jadi merasa teebantu dengan ada layanan ini sesampai nya di bioskop tinggal print out dan nonton 👍 good job tix id ;['memudahkan', 'saya', 'untuk', 'membeli', 'tiket', 'tanpa', 'mengantri', 'soalnya', 'jarak', 'rumah', 'dan', 'bioskop', 'lumayan', 'jauh', 'jadi', 'merasa', 'teebantu', 'dengan', 'ada', 'layanan', 'ini', 'sesampai', 'nya', 'di', 'bioskop', 'tinggal', 'print', 'out', 'dan', 'nonton', '👍', 'good', 'job', 'tix', 'id'];['memudahkan', 'saya', 'untuk', 'membeli', 'tiket', 'tanpa', 'mengantri', 'soalnya', 'jarak', 'rumah', 'dan', 'bioskop', 'lumayan', 'jauh', 'jadi', 'merasa', 'teebantu', 'dengan', 'ada', 'layanan', 'ini', 'sesampai', 'nya', 'di', 'bioskop', 'tinggal', 'print', 'out', 'dan', 'nonton', '👍', 'bagus', 'job', 'tix', 'id'];['memudahkan', 'saya', 'untuk', 'membeli', 'tiket', 'tanpa', 'mengantri', 'soalnya', 'jarak', 'rumah', 'dan', 'bioskop', 'lumayan', 'jauh', 'jadi', 'merasa', 'teebantu', 'dengan', 'ada', 'layanan', 'ini', 'sesampai', 'nya', 'di', 'bioskop', 'tinggal', 'print', 'out', 'dan', 'nonton', '👍', 'bagus', 'job', 'tix', 'id'];['mudah', 'saya', 'untuk', 'beli', 'tiket', 'tanpa', 'antri', 'soal', 'jarak', 'rumah', 'dan', 'bioskop', 'lumayan', 'jauh', 'jadi', 'rasa', 'teebantu', 'dengan', 'ada', 'layan', 'ini', 'sampa', 'nya', 'di', 'bioskop', 'tinggal', 'print', 'out', 'dan', 'nonton', '', 'bagus', 'job', 'tix', 'id']
5;Saya suka. banyak promo dan sangat membantu utk melihat jam tayang dan film.hanya saya harap tingkatkan respon agar cepat utk prosesnya. karena waktu sangat berharga apalagi utk orang yg sibuk;saya suka. banyak promo dan sangat membantu utk melihat jam tayang dan film.hanya saya harap tingkatkan respon agar cepat utk prosesnya. karena waktu sangat berharga apalagi utk orang yg sibuk;saya suka banyak promo dan sangat membantu utk melihat jam tayang dan filmhanya saya harap tingkatkan respon agar cepat utk prosesnya karena waktu sangat berharga apalagi utk orang yg sibuk;['saya', 'suka', 'banyak', 'promo', 'dan', 'sangat', 'membantu', 'utk', 'melihat', 'jam', 'tayang', 'dan', 'filmhanya', 'saya', 'harap', 'tingkatkan', 'respon', 'agar', 'cepat', 'utk', 'prosesnya', 'karena', 'waktu', 'sangat', 'berharga', 'apalagi', 'utk', 'orang', 'yg', 'sibuk'];['saya', 'suka', 'banyak', 'promo', 'dan', 'sangat', 'membantu', 'untuk', 'melihat', 'jam', 'tayang', 'dan', 'filmhanya', 'saya', 'harap', 'tingkatkan', 'respon', 'agar', 'cepat', 'untuk', 'prosesnya', 'karena', 'waktu', 'sangat', 'berharga', 'apalagi', 'untuk', 'orang', 'yang', 'sibuk'];['saya', 'suka', 'banyak', 'promo', 'dan', 'sangat', 'membantu', 'untuk', 'melihat', 'jam', 'tayang', 'dan', 'filmhanya', 'saya', 'harap', 'tingkatkan', 'respon', 'agar', 'cepat', 'untuk', 'prosesnya', 'karena', 'waktu', 'sangat', 'berharga', 'apalagi', 'untuk', 'orang', 'yang', 'sibuk'];['saya', 'suka', 'banyak', 'promo', 'dan', 'sangat', 'bantu', 'untuk', 'lihat', 'jam', 'tayang', 'dan', 'filmhanya', 'saya', 'harap', 'tingkat', 'respon', 'agar', 'cepat', 'untuk', 'proses', 'karena', 'waktu', 'sangat', 'harga', 'apalagi', 'untuk', 'orang', 'yang', 'sibuk']
5;Aplikasi ini sangat bagus bagi orang yg suka nonton di bioskop. Pesen tiket jd mudah. Jika transaksi gagal, pengembalian uangnya cepat. Tapi kok sekarang promonya sudah mulai berkurang. Promo buy 1 get 1 free udah jarang ada. Sekadar saran aja si, poin loyaltixid sebaiknya bisa digunakan selama punya akun aja. Sbg tanda loyalnya tix id ke pelanggan. trims;aplikasi ini sangat bagus bagi orang yg suka nonton di bioskop. pesen tiket jd mudah. jika transaksi gagal, pengembalian uangnya cepat. tapi kok sekarang promonya sudah mulai berkurang. promo buy 1 get 1 free udah jarang ada. sekadar saran aja si, poin loyaltixid sebaiknya bisa digunakan selama punya akun aja. sbg tanda loyalnya tix id ke pelanggan. trims;aplikasi ini sangat bagus bagi orang yg suka nonton di bioskop pesen tiket jd mudah jika transaksi gagal pengembalian uangnya cepat tapi kok sekarang promonya sudah mulai berkurang promo buy 1 get 1 free udah jarang ada sekadar saran aja si poin loyaltixid sebaiknya bisa digunakan selama punya akun aja sbg tanda loyalnya tix id ke pelanggan trims;['aplikasi', 'ini', 'sangat', 'bagus', 'bagi', 'orang', 'yg', 'suka', 'nonton', 'di', 'bioskop', 'pesen', 'tiket', 'jd', 'mudah', 'jika', 'transaksi', 'gagal', 'pengembalian', 'uangnya', 'cepat', 'tapi', 'kok', 'sekarang', 'promonya', 'sudah', 'mulai', 'berkurang', 'promo', 'buy', '1', 'get', '1', 'free', 'udah', 'jarang', 'ada', 'sekadar', 'saran', 'aja', 'si', 'poin', 'loyaltixid', 'sebaiknya', 'bisa', 'digunakan', 'selama', 'punya', 'akun', 'aja', 'sbg', 'tanda', 'loyalnya', 'tix', 'id', 'ke', 'pelanggan', 'trims'];['aplikasi', 'ini', 'sangat', 'bagus', 'bagi', 'orang', 'yang', 'suka', 'nonton', 'di', 'bioskop', 'pesan', 'tiket', 'jadi', 'mudah', 'jika', 'transaksi', 'gagal', 'pengembalian', 'uangnya', 'cepat', 'tapi', 'kok', 'sekarang', 'promonya', 'sudah', 'mulai', 'berkurang', 'promo', 'buy', '1', 'get', '1', 'free', 'sudah', 'jarang', 'ada', 'sekadar', 'saran', 'saja', 'si', 'poin', 'loyaltixid', 'sebaiknya', 'bisa', 'digunakan', 'selama', 'punya', 'akun', 'saja', 'sebagai', 'tanda', 'loyalnya', 'tix', 'id', 'ke', 'pelanggan', 'terima kasih'];['aplikasi', 'ini', 'sangat', 'bagus', 'bagi', 'orang', 'yang', 'suka', 'nonton', 'di', 'bioskop', 'pesan', 'tiket', 'jadi', 'mudah', 'jika', 'transaksi', 'gagal', 'pengembalian', 'uangnya', 'cepat', 'tapi', 'kok', 'sekarang', 'promonya', 'sudah', 'mulai', 'berkurang', 'promo', 'buy', '1', 'get', '1', 'free', 'sudah', 'jarang', 'ada', 'sekadar', 'saran', 'saja', 'si', 'poin', 'loyaltixid', 'sebaiknya', 'bisa', 'digunakan', 'selama', 'punya', 'akun', 'saja', 'sebagai', 'tanda', 'loyalnya', 'tix', 'id', 'ke', 'pelanggan', 'terima kasih'];['aplikasi', 'ini', 'sangat', 'bagus', 'bagi', 'orang', 'yang', 'suka', 'nonton', 'di', 'bioskop', 'pesan', 'tiket', 'jadi', 'mudah', 'jika', 'transaksi', 'gagal', 'kembali', 'uang', 'cepat', 'tapi', 'kok', 'sekarang', 'promonya', 'sudah', 'mulai', 'kurang', 'promo', 'buy', '1', 'get', '1', 'free', 'sudah', 'jarang', 'ada', 'sekadar', 'saran', 'saja', 'si', 'poin', 'loyaltixid', 'baik', 'bisa', 'guna', 'lama', 'punya', 'akun', 'saja', 'bagai', 'tanda', 'loyal', 'tix', 'id', 'ke', 'langgan', 'terima kasih']
1;Aplikasi taik... Uda top up, pas pesen tikek, pilih kursi gak bisa loading terus, sesi berakhir... Hapus aja aplikasi ini, gak becus...;aplikasi taik... uda top up, pas pesen tikek, pilih kursi gak bisa loading terus, sesi berakhir... hapus aja aplikasi ini, gak becus...;aplikasi taik uda top up pas pesen tikek pilih kursi gak bisa loading terus sesi berakhir hapus aja aplikasi ini gak becus;['aplikasi', 'taik', 'uda', 'top', 'up', 'pas', 'pesen', 'tikek', 'pilih', 'kursi', 'gak', 'bisa', 'loading', 'terus', 'sesi', 'berakhir', 'hapus', 'aja', 'aplikasi', 'ini', 'gak', 'becus'];['aplikasi', 'tahi', 'sudah', 'top', 'up', 'pas', 'pesan', 'tikek', 'pilih', 'kursi', 'tidak', 'bisa', 'loading', 'terus', 'sesi', 'berakhir', 'hapus', 'saja', 'aplikasi', 'ini', 'tidak', 'becus'];['aplikasi', 'tahi', 'sudah', 'top', 'up', 'pas', 'pesan', 'tikek', 'pilih', 'kursi', 'tidak', 'bisa', 'loading', 'terus', 'sesi', 'berakhir', 'hapus', 'saja', 'aplikasi', 'ini', 'tidak', 'becus'];['aplikasi', 'tahi', 'sudah', 'top', 'up', 'pas', 'pesan', 'tikek', 'pilih', 'kursi', 'tidak', 'bisa', 'loading', 'terus', 'sesi', 'akhir', 'hapus', 'saja', 'aplikasi', 'ini', 'tidak', 'becus']
1;Aplikasi ini benar menyebalkan, sd ke2xnya sy selalu dpt kendala dana sd terpotong tapi tiket belum di kirim padahal transaksi berhasil. Di tlp susah, di email lama sekali ngerespon jawaban hanya balasan nomor laporan saja. Kesel;aplikasi ini benar menyebalkan, sd ke2xnya sy selalu dpt kendala dana sd terpotong tapi tiket belum di kirim padahal transaksi berhasil. di tlp susah, di email lama sekali ngerespon jawaban hanya balasan nomor laporan saja. kesel;aplikasi ini benar menyebalkan sd ke2xnya sy selalu dpt kendala dana sd terpotong tapi tiket belum di kirim padahal transaksi berhasil di tlp susah di email lama sekali ngerespon jawaban hanya balasan nomor laporan saja kesel;['aplikasi', 'ini', 'benar', 'menyebalkan', 'sd', 'ke2xnya', 'sy', 'selalu', 'dpt', 'kendala', 'dana', 'sd', 'terpotong', 'tapi', 'tiket', 'belum', 'di', 'kirim', 'padahal', 'transaksi', 'berhasil', 'di', 'tlp', 'susah', 'di', 'email', 'lama', 'sekali', 'ngerespon', 'jawaban', 'hanya', 'balasan', 'nomor', 'laporan', 'saja', 'kesel'];['aplikasi', 'ini', 'benar', 'menyebalkan', 'sd', 'ke2xnya', 'saya', 'selalu', 'dapat', 'kendala', 'dana', 'sd', 'terpotong', 'tapi', 'tiket', 'belum', 'di', 'kirim', 'padahal', 'transaksi', 'berhasil', 'di', 'telepon', 'susah', 'di', 'email', 'lama', 'sekali', 'ngerespon', 'jawaban', 'hanya', 'balasan', 'nomor', 'laporan', 'saja', 'kesel'];['aplikasi', 'ini', 'benar', 'menyebalkan', 'sd', 'ke2xnya', 'saya', 'selalu', 'dapat', 'kendala', 'dana', 'sd', 'terpotong', 'tapi', 'tiket', 'belum', 'di', 'kirim', 'padahal', 'transaksi', 'berhasil', 'di', 'telepon', 'susah', 'di', 'email', 'lama', 'sekali', 'ngerespon', 'jawaban', 'hanya', 'balasan', 'nomor', 'laporan', 'saja', 'kesel'];['aplikasi', 'ini', 'benar', 'sebal', 'sd', 'ke2xnya', 'saya', 'selalu', 'dapat', 'kendala', 'dana', 'sd', 'potong', 'tapi', 'tiket', 'belum', 'di', 'kirim', 'padahal', 'transaksi', 'hasil', 'di', 'telepon', 'susah', 'di', 'email', 'lama', 'sekali', 'ngerespon', 'jawab', 'hanya', 'balas', 'nomor', 'lapor', 'saja', 'kesel']
5;Aplikasinya baguss tanpa harus ngantri panjang waktu wekeend.. Dan tolong lebih banyak cover bioskop lagi seperti cgv dan kota cinema mall yg di bojong kulur biar bisa mesen disini.. Thx;aplikasinya baguss tanpa harus ngantri panjang waktu wekeend.. dan tolong lebih banyak cover bioskop lagi seperti cgv dan kota cinema mall yg di bojong kulur biar bisa mesen disini.. thx;aplikasinya baguss tanpa harus ngantri panjang waktu wekeend dan tolong lebih banyak cover bioskop lagi seperti cgv dan kota cinema mall yg di bojong kulur biar bisa mesen disini thx;['aplikasinya', 'baguss', 'tanpa', 'harus', 'ngantri', 'panjang', 'waktu', 'wekeend', 'dan', 'tolong', 'lebih', 'banyak', 'cover', 'bioskop', 'lagi', 'seperti', 'cgv', 'dan', 'kota', 'cinema', 'mall', 'yg', 'di', 'bojong', 'kulur', 'biar', 'bisa', 'mesen', 'disini', 'thx'];['aplikasinya', 'baguss', 'tanpa', 'harus', 'mengantri', 'panjang', 'waktu', 'wekeend', 'dan', 'tolong', 'lebih', 'banyak', 'cover', 'bioskop', 'lagi', 'seperti', 'cgv', 'dan', 'kota', 'cinema', 'mall', 'yang', 'di', 'bojong', 'kulur', 'biar', 'bisa', 'mesen', 'disini', 'terima kasih'];['aplikasinya', 'baguss', 'tanpa', 'harus', 'mengantri', 'panjang', 'waktu', 'wekeend', 'dan', 'tolong', 'lebih', 'banyak', 'cover', 'bioskop', 'lagi', 'seperti', 'cgv', 'dan', 'kota', 'cinema', 'mall', 'yang', 'di', 'bojong', 'kulur', 'biar', 'bisa', 'mesen', 'disini', 'terima kasih'];['aplikasi', 'baguss', 'tanpa', 'harus', 'antri', 'panjang', 'waktu', 'wekeend', 'dan', 'tolong', 'lebih', 'banyak', 'cover', 'bioskop', 'lagi', 'seperti', 'cgv', 'dan', 'kota', 'cema', 'mall', 'yang', 'di', 'bojong', 'kulur', 'biar', 'bisa', 'mesen', 'sini', 'terima kasih']
5;Jika kalian yg pengguna baru tix.id ingin mendapatkan voucher reward 25.000 anda bisa masukkan kode undangan saya PMUSM3 untuk mendapatkan langsung voucher reward yaa. oke buat w tix.id sangat membantu kelancaran untuk lebih cepat praktis dalam pemesanan tiket bioskopnya,thanks tix.id and sukses selalu.;jika kalian yg pengguna baru tix.id ingin mendapatkan voucher reward 25.000 anda bisa masukkan kode undangan saya pmusm3 untuk mendapatkan langsung voucher reward yaa. oke buat w tix.id sangat membantu kelancaran untuk lebih cepat praktis dalam pemesanan tiket bioskopnya,thanks tix.id and sukses selalu.;jika kalian yg pengguna baru tixid ingin mendapatkan voucher reward 25000 anda bisa masukkan kode undangan saya pmusm3 untuk mendapatkan langsung voucher reward yaa oke buat w tixid sangat membantu kelancaran untuk lebih cepat praktis dalam pemesanan tiket bioskopnyathanks tixid and sukses selalu;['jika', 'kalian', 'yg', 'pengguna', 'baru', 'tixid', 'ingin', 'mendapatkan', 'voucher', 'reward', '25000', 'anda', 'bisa', 'masukkan', 'kode', 'undangan', 'saya', 'pmusm3', 'untuk', 'mendapatkan', 'langsung', 'voucher', 'reward', 'yaa', 'oke', 'buat', 'w', 'tixid', 'sangat', 'membantu', 'kelancaran', 'untuk', 'lebih', 'cepat', 'praktis', 'dalam', 'pemesanan', 'tiket', 'bioskopnyathanks', 'tixid', 'and', 'sukses', 'selalu'];['jika', 'kalian', 'yang', 'pengguna', 'baru', 'tixid', 'ingin', 'mendapatkan', 'voucher', 'reward', '25000', 'anda', 'bisa', 'masukkan', 'kode', 'undangan', 'saya', 'pmusm3', 'untuk', 'mendapatkan', 'langsung', 'voucher', 'reward', 'yaa', 'oke', 'buat', 'w', 'tixid', 'sangat', 'membantu', 'kelancaran', 'untuk', 'lebih', 'cepat', 'praktis', 'dalam', 'pemesanan', 'tiket', 'bioskopnyathanks', 'tixid', 'dan', 'sukses', 'selalu'];['jika', 'kalian', 'yang', 'pengguna', 'baru', 'tixid', 'ingin', 'mendapatkan', 'voucher', 'reward', '25000', 'anda', 'bisa', 'masukkan', 'kode', 'undangan', 'saya', 'pmusm3', 'untuk', 'mendapatkan', 'langsung', 'voucher', 'reward', 'yaa', 'oke', 'buat', 'w', 'tixid', 'sangat', 'membantu', 'kelancaran', 'untuk', 'lebih', 'cepat', 'praktis', 'dalam', 'pemesanan', 'tiket', 'bioskopnyathanks', 'tixid', 'dan', 'sukses', 'selalu'];['jika', 'kalian', 'yang', 'guna', 'baru', 'tixid', 'ingin', 'dapat', 'voucher', 'reward', '25000', 'anda', 'bisa', 'masuk', 'kode', 'undang', 'saya', 'pmusm3', 'untuk', 'dapat', 'langsung', 'voucher', 'reward', 'yaa', 'oke', 'buat', 'w', 'tixid', 'sangat', 'bantu', 'lancar', 'untuk', 'lebih', 'cepat', 'praktis', 'dalam', 'mesan', 'tiket', 'bioskopnyathanks', 'tixid', 'dan', 'sukses', 'selalu']
3;Aplikasi nya sdah kurang memuasksn, buka loading mulu, saran ya, kalau mau maintanance jam 00 jgn jam orang sdah mulai buka splikasi buat tranksaksi, toh bayar pake tix skarang dikenakan 8000 blan gratis ya ato aplikasi tix b sempurna masih aplikasi tes tes;aplikasi nya sdah kurang memuasksn, buka loading mulu, saran ya, kalau mau maintanance jam 00 jgn jam orang sdah mulai buka splikasi buat tranksaksi, toh bayar pake tix skarang dikenakan 8000 blan gratis ya ato aplikasi tix b sempurna masih aplikasi tes tes;aplikasi nya sdah kurang memuasksn buka loading mulu saran ya kalau mau maintanance jam 00 jgn jam orang sdah mulai buka splikasi buat tranksaksi toh bayar pake tix skarang dikenakan 8000 blan gratis ya ato aplikasi tix b sempurna masih aplikasi tes tes;['aplikasi', 'nya', 'sdah', 'kurang', 'memuasksn', 'buka', 'loading', 'mulu', 'saran', 'ya', 'kalau', 'mau', 'maintanance', 'jam', '00', 'jgn', 'jam', 'orang', 'sdah', 'mulai', 'buka', 'splikasi', 'buat', 'tranksaksi', 'toh', 'bayar', 'pake', 'tix', 'skarang', 'dikenakan', '8000', 'blan', 'gratis', 'ya', 'ato', 'aplikasi', 'tix', 'b', 'sempurna', 'masih', 'aplikasi', 'tes', 'tes'];['aplikasi', 'nya', 'sudah', 'kurang', 'memuasksn', 'buka', 'loading', 'melulu', 'saran', 'iya', 'kalau', 'mau', 'maintanance', 'jam', '00', 'jangan', 'jam', 'orang', 'sudah', 'mulai', 'buka', 'splikasi', 'buat', 'tranksaksi', 'toh', 'bayar', 'pakai', 'tix', 'skarang', 'dikenakan', '8000', 'blan', 'gratis', 'iya', 'atau', 'aplikasi', 'tix', 'b', 'sempurna', 'masih', 'aplikasi', 'tes', 'tes'];['aplikasi', 'nya', 'sudah', 'kurang', 'memuasksn', 'buka', 'loading', 'melulu', 'saran', 'iya', 'kalau', 'mau', 'maintanance', 'jam', '00', 'jangan', 'jam', 'orang', 'sudah', 'mulai', 'buka', 'splikasi', 'buat', 'tranksaksi', 'toh', 'bayar', 'pakai', 'tix', 'skarang', 'dikenakan', '8000', 'blan', 'gratis', 'iya', 'atau', 'aplikasi', 'tix', 'b', 'sempurna', 'masih', 'aplikasi', 'tes', 'tes'];['aplikasi', 'nya', 'sudah', 'kurang', 'memuasksn', 'buka', 'loading', 'melulu', 'saran', 'iya', 'kalau', 'mau', 'maintanance', 'jam', '00', 'jangan', 'jam', 'orang', 'sudah', 'mulai', 'buka', 'splikasi', 'buat', 'tranksaksi', 'toh', 'bayar', 'pakai', 'tix', 'skarang', 'kena', '8000', 'blan', 'gratis', 'iya', 'atau', 'aplikasi', 'tix', 'b', 'sempurna', 'masih', 'aplikasi', 'tes', 'tes']
